"AREA","TAVE","TMAX","TMIN","RF","MWUTM","IW","CHA","CHM","PS","RD","SS","TIME"
"1754","蘭嶼",23.2,"28.5/7","19.5/17","44.9","22.0/30.0/4","32.1/10.0/31",83,"22433",974.6,16,146.2,"201310"
"1755","馬祖",23,"32.3/7","16.1/26","3.2","11.3/270.0/6","21.0/230.0/7",66,"39/25",1005.1,1,237,"201310"
"1756","澎湖",25.2,"31.1/8","20.3/26","T","11.2/40.0/24","22.3/40.0/24",70,"39/24",1011.6,0,206.1,"201310"
"1757","彭佳嶼",23.5,"28.1/7","18.8/26","86.3","33.7/320.0/6","44.3/340.0/6",76,"55/22",1002.4,9,179.3,"201310"
"1758","蘇澳",24.2,"31.5/8","18.6/28","266.3","10.5/90.0/12","21.4/270.0/23",74,"48/22",1011.1,21,113,"201310"
"1759","日月潭",20.1,"28.5/14","12.4/28","7","4.5/320.0/6","10.5/320.0/6",80,"44/28",901.5,3,163.8,"201310"
"1760","臺中",24.9,"33.7/7","16.2/27","2.7","6.6/10.0/5","15.0/30.0/5",65,"39/28",1002.3,1,242.3,"201310"
"1761","臺南",25.7,"33.3/10","17.5/27","0","11.4/10.0/6","21.7/20.0/6",69,"42/28",1009.1,0,222.3,"201310"
"1762","臺北",24.2,"32.2/8","17.8/27","102.4","8.6/300.0/6","21.2/320.0/6",68,"50/16",1013.4,12,97.1,"201310"
"1763","臺東",25.8,"33.3/7","19.3/28","6","5.5/40.0/21","15.2/40.0/31",68,"15401",1011.7,10,195.5,"201310"
"1764","淡水",23.6,"31.9/7","16.4/27","77","7.8/300.0/6","16.8/300.0/6",74,"46/29",1012,15,113.2,"201310"
"1765","梧棲",24.1,"32.1/7","16.5/27","3.5","15.1/360.0/25","24.8/360.0/5",72,"15373",1009.4,1,271.2,"201310"
"1766","新屋",24.3,"31.5/7","18.1/27","7","14.0/50.0/13","21.6/50.0/13",71,"48/25",1011.6,8,170.5,"201310"
"1767","宜蘭",23.5,"31.9/8","16.6/26","183.2","10.4/300.0/6","21.0/290.0/6",77,"43/16",1013.1,19,87.7,"201310"
"1768","玉山",7.3,"18.9/1","-0.030769231","4","17.5/100.0/12","21.6/120.0/12",55,"13/27",643,3,301.8,"201310"
"1769","竹子湖",19,"27.7/8","13.5/26","465","7.0/20.0/17","19.6/360.0/6",86,"66/16",945.7,25,96.6,"201310"
"1770","阿里山",10.2,"19.4/8","-0.006896552","85","4.3/260.0/24","10.3/260.0/24",80,"23/18",767.6,11,100.5,"201311"
"1771","鞍部",14.7,"25.0/10","4.0/29","420.5","10.1/360.0/25","20.7/180.0/21",90,"45/17",925.1,19,79.7,"201311"
"1772","板橋",21.2,"32.4/9","9.9/29","66.3","6.5/50.0/12","13.5/80.0/10",68,"37/30",1017.1,15,113.1,"201311"
"1773","成功",22.3,"30.6/1","14.4/30","177.4","10.6/20.0/13","19.6/20.0/13",75,"39/30",1013.2,13,69.5,"201311"
"1774","嘉義",21.4,"31.3/1","7.9/30","10.2","7.4/360.0/25","13.6/10.0/25",78,"41/20",1013.2,3,116.4,"201311"
"1775","大武",23.4,"28.8/11","13.6/30","163.5","8.1/360.0/25","15.9/10.0/25",72,"42/30",1016.4,10,82.1,"201311"
"1776","東吉島",22.4,"27.6/11","16.1/30","35.7","17.6/20.0/28","23.9/350.0/28",72,"46/17",1011.6,4,127.6,"201311"
"1777","恆春",24.2,"30.2/1","17.4/30","59","11.5/30.0/4","25.4/30.0/26",73,"44/30",1013.8,7,164.5,"201311"
"1778","新竹",21,"31.6/1","8.5/30","36.9","6.3/30.0/5","18.1/20.0/5",71,"36/17",1014.2,11,129.8,"201311"
"1779","花蓮",21.5,"28.9/10","13.3/30","184.5","10.9/50.0/25","20.0/60.0/25",77,"39/18",1016.4,13,68.5,"201311"
"1780","高雄",24.3,"30.2/3","14.7/30","17","6.9/350.0/25","13.1/340.0/25",71,"39/21",1015.7,2,128.3,"201311"
"1781","基隆",20.6,"29.0/2","10.4/30","368","11.1/10.0/27","18.3/10.0/27",77,"47/19",1015.6,21,60,"201311"
"1782","金門",19.8,"30.8/9","10.2/29","47.9","6.7/50.0/12","16.3/20.0/4",67,"29/29",1015.9,5,141.8,"201311"
"1783","蘭嶼",21.1,"25.7/6","15.0/29","214.5","24.9/10.0/13","38.4/10.0/13",83,"51/30",979.4,18,59.1,"201311"
"1784","馬祖",17.8,"26.3/10","9.0/29","72","8.2/360.0/1","18.7/310.0/1",73,"38/29",1009.7,9,131.7,"201311"
"1785","澎湖",22.2,"27.7/1","15.3/29","21.5","9.9/40.0/17","20.1/30.0/28",72,"42/18",1015.8,3,109.7,"201311"
"1786","彭佳嶼",20,"26.6/10","11.5/29","170.5","17.0/130.0/8","25.3/20.0/27",77,"46/17",1007.5,17,88.7,"201311"
"1787","蘇澳",20.8,"29.0/10","10.6/30","858.3","12.3/90.0/1","23.4/60.0/25",80,"41/17",1016,23,59.8,"201311"
"1788","日月潭",18.3,"30.7/10","5.9/29","19.5","5.5/120.0/22","8.4/270.0/18",77,"13881",904.8,7,133.4,"201311"
"1789","臺中",22.1,"32.2/1","9.9/30","22.6","6.3/350.0/25","11.6/10.0/25",68,"29/17",1006.7,6,136.3,"201311"
"1790","臺南",22.8,"30.5/1","11.3/30","6.1","9.7/20.0/25","18.4/20.0/25",71,"37/18",1013.6,3,127,"201311"
"1791","臺北",21.2,"31.6/9","11.7/29","46","8.3/80.0/1","15.4/70.0/1",68,"43/30",1017.7,11,90.7,"201311"
"1792","臺東",22.8,"30.5/1","13.9/30","208.9","5.8/50.0/25","15.7/50.0/25",73,"40/30",1017,10,85.5,"201311"
"1793","淡水",21,"30.9/9","8.6/29","41.5","7.9/150.0/9","17.4/130.0/9",73,"39/30",1016.4,10,120.3,"201311"
"1794","梧棲",21,"28.4/1","9.5/30","17.9","13.7/360.0/29","23.1/30.0/17",75,"31/17",1013.9,6,137.9,"201311"
"1795","新屋",20.7,"30.9/8","9.9/30","37","14.0/50.0/11","21.9/50.0/1",75,"40/19",1015.6,10,128,"201311"
"1796","宜蘭",20.2,"30.1/10","9.9/30","299.6","10.1/330.0/25","19.0/330.0/25",83,"43/17",1017.9,18,68.7,"201311"
"1797","玉山",2.9,"16.5/8","-0.248275862","136.1","16.2/140.0/1","27.3/260.0/26",75,"14/30",643.9,13,151.9,"201311"
"1798","竹子湖",16.4,"26.8/10","6.4/29","267.5","9.0/20.0/11","18.5/30.0/7",84,"56/30",949.1,19,111.5,"201311"
"1799","阿里山",6.9,"16.9/16","-0.36","145","4.6/170.0/31","16.7/300.0/17",83,"42816",765,14,111.9,"201312"
"1800","鞍部",10,"20.2/8","2.2/27","687","11.3/360.0/16","21.4/150.0/15",95,"17227",924.9,25,49.8,"201312"
"1801","板橋",16.2,"26.9/8","10.0/28","233.7","5.5/50.0/2","13.1/360.0/26",73,"11780",1018.7,18,68.5,"201312"
"1802","成功",19.1,"27.3/9","12.5/27","81.9","8.9/30.0/24","17.0/10.0/24",72,"15827",1013.4,17,65.6,"201312"
"1803","嘉義",16.8,"28.3/7","6.2/28","46.2","8.4/40.0/17","15.1/360.0/16",78,"47150",1014.2,9,139.3,"201312"
"1804","大武",20.4,"27.5/9","15.1/28","59","7.8/30.0/15","15.6/20.0/24",69,"15827",1016.5,6,69.6,"201312"
"1805","東吉島",18.5,"24.0/8","12.1/27","7","19.5/20.0/17","25.5/360.0/16",70,"17288",1012.4,3,126.6,"201312"
"1806","恆春",21.1,"29.0/9","15.6/28","119.5","13.4/30.0/24","29.0/20.0/24",69,"15432",1014.2,8,101.9,"201312"
"1807","新竹",16.1,"27.1/8","9.4/1","164.9","6.5/20.0/24","19.1/40.0/15",74,"42818",1015.6,16,84,"201312"
"1808","花蓮",18.1,"26.0/16","11.3/28","95.5","10.7/50.0/26","18.9/40.0/9",73,"42/28",1016.9,11,56.6,"201312"
"1809","高雄",19.9,"28.9/9","12.0/28","48","8.4/10.0/17","17.8/10.0/17",67,"12936",1016.5,5,139.1,"201312"
"1810","基隆",16.2,"24.3/8","10.2/27","624.8","11.5/10.0/18","17.7/360.0/18",79,"18688",1017,24,41.7,"201312"
"1811","金門",14.4,"24.7/9","7.0/30","55.3","6.9/50.0/16","17.4/50.0/16",65,"33/31",1017.6,6,130.2,"201312"
"1812","蘭嶼",18.2,"25.2/9","12.2/27","715.3","23.0/10.0/24","35.5/350.0/24",85,"18749",978.9,24,45.2,"201312"
"1813","馬祖",12.3,"22.4/9","5.6/28","109","9.8/360.0/16","21.6/20.0/16",70,"37/31",1011.3,8,113,"201312"
"1814","澎湖",18.1,"25.1/8","11.6/27","14.2","10.3/40.0/24","21.3/10.0/16",73,"16497",1017,11,111.8,"201312"
"1815","彭佳嶼",15.9,"22.9/8","8.5/27","160","16.6/10.0/18","25.7/10.0/18",74,"17624",1008.5,16,62.7,"201312"
"1816","蘇澳",16.5,"26.2/9","11.1/29","749.8","9.6/100.0/15","19.5/60.0/9",81,"16497",1017,26,41.4,"201312"
"1817","日月潭",14.2,"25.3/16","6.0/28","78","5.1/150.0/20","8.4/160.0/20",75,"42848",904,13,117.9,"201312"
"1818","臺中",17.1,"28.4/7","9.1/28","69.4","5.8/10.0/26","13.4/350.0/16",70,"42785",1007.7,15,128.2,"201312"
"1819","臺南",18,"27.5/9","9.2/28","21.1","10.8/30.0/17","21.8/30.0/17",72,"42883",1014.4,5,136.7,"201312"
"1820","臺北",16.4,"26.4/8","9.9/28","229.7","6.7/80.0/15","14.2/60.0/1",71,"16132",1019.2,20,57.6,"201312"
"1821","臺東",19.4,"27.8/9","11.8/28","51","5.6/40.0/9","14.9/60.0/26",71,"15827",1017.1,11,82.7,"201312"
"1822","淡水",16.2,"27.4/8","8.8/28","215","6.8/10.0/16","16.8/10.0/18",78,"12479",1018.2,15,71.6,"201312"
"1823","梧棲",16.3,"24.9/9","9.6/28","84.9","15.3/360.0/16","26.3/10.0/27",76,"15827",1015.2,12,127.1,"201312"
"1824","新屋",16.2,"28.2/8","8.4/4","163","13.4/50.0/24","21.0/80.0/15",75,"15036",1016.9,12,75.2,"201312"
"1825","宜蘭",16.1,"26.1/9","10.2/27","381.9","8.7/300.0/9","15.7/320.0/9",83,"15585",1019.1,23,42,"201312"
"1826","玉山",-0.3,"11.2/5","-0.351851852","152.5","17.3/220.0/25","31.8/250.0/18",71,"42899",640.6,7,189.2,"201312"
"1827","竹子湖",11.8,"22.3/8","4.6/27","451.1","9.4/20.0/16","18.3/20.0/16",87,"16497",949.4,23,69.5,"201312"
"1828","阿里山",4.5,"16.2/2","-0.147826087","0.5","4.8/150.0/4","10.0/100.0/12",71,"13/31",765.3,1,198.7,"201401"
"1829","鞍部",10.2,"20.6/2","2.4/22","142.5","9.6/360.0/8","18.1/210.0/31",83,"34/30",926.5,8,129.8,"201401"
"1830","板橋",16.2,"26.6/30","8.1/24","34.7","5.9/60.0/15","13.5/50.0/15",63,"30/25",1020.5,6,127.7,"201401"
"1831","成功",18.4,"26.3/31","12.9/24","64.5","9.7/10.0/14","20.5/20.0/14",66,"37/23",1015.9,12,101.6,"201401"
"1832","嘉義",16.1,"27.2/3","6.8/23","0","8.1/360.0/18","13.8/30.0/18",74,"32/25",1016.6,0,236.7,"201401"
"1833","大武",19.8,"28.8/3","13.0/22","21.7","8.1/30.0/15","17.3/50.0/15",64,"36/23",1019.1,8,148.3,"201401"
"1834","東吉島",18,"24.6/25","12.1/22","0","21.3/20.0/15","29.5/10.0/15",69,"43/18",1014.8,0,198.2,"201401"
"1835","恆春",20.5,"28.1/3","15.6/22","1","12.2/50.0/15","28.4/70.0/14",64,"37/25",1016.9,2,206.1,"201401"
"1836","新竹",15.6,"25.3/25","8.2/24","17.1","6.9/20.0/21","17.3/70.0/15",69,"32/25",1017.7,5,194.4,"201401"
"1837","花蓮",17.9,"25.8/30","9.8/23","4.5","11.8/40.0/21","18.9/30.0/15",65,"37/24",1019.2,5,127.4,"201401"
"1838","高雄",19.5,"28.3/3","11.1/22","0","5.6/340.0/8","10.5/340.0/8",64,"29/25",1019,0,254.8,"201401"
"1839","基隆",16.3,"24.5/25","10.8/24","64.9","11.8/10.0/14","17.7/10.0/15",70,"34/25",1018.8,7,126.4,"201401"
"1840","金門",13.7,"23.4/3","6.4/23","0","8.7/60.0/21","17.4/50.0/21",65,"12785",1019.5,0,201.9,"201401"
"1841","蘭嶼",17.6,"24.4/3","12.2/21","57.9","25.6/10.0/21","37.4/10.0/21",73,"45/24",981.5,16,112.1,"201401"
"1842","馬祖",11.2,"21.7/30","5.1/23","1.2","8.0/50.0/8","17.1/350.0/13",73,"45/22",1012.9,2,193,"201401"
"1843","澎湖",17.2,"25.5/3","11.0/22","0.1","11.4/40.0/21","23.3/30.0/15",72,"43/21",1019.2,1,185.4,"201401"
"1844","彭佳嶼",16.3,"23.1/31","9.4/22","12.4","15.0/20.0/9","23.6/40.0/14",68,"17288",1010.5,5,134.7,"201401"
"1845","蘇澳",16.8,"25.0/30","10.8/24","112","8.2/160.0/24","18.0/30.0/20",71,"35/25",1019,13,121.7,"201401"
"1846","日月潭",13.6,"22.7/30","5.8/23","0","4.8/260.0/16","8.5/260.0/16",67,"33/23",905.7,0,233.6,"201401"
"1847","臺中",16.4,"26.4/3","7.2/23","2","6.1/10.0/21","13.2/360.0/18",66,"26/24",1009.9,1,236.9,"201401"
"1848","臺南",17.6,"27.5/3","9.1/22","0","9.1/30.0/14","15.3/30.0/14",68,"28/25",1016.8,0,251.5,"201401"
"1849","臺北",16.8,"26.8/30","10.3/22","21.8","6.6/110.0/31","14.5/110.0/19",62,"33/25",1021.1,5,144.5,"201401"
"1850","臺東",19.1,"26.1/3","12.2/23","9","6.5/50.0/14","16.3/30.0/15",65,"35/23",1019.8,4,145.4,"201401"
"1851","淡水",16.2,"27.0/31","7.5/22","47.5","6.3/150.0/31","14.2/40.0/21",70,"33/25",1020.1,6,169.3,"201401"
"1852","梧棲",15.6,"25.0/3","7.7/23","T","15.2/360.0/18","28.5/30.0/14",74,"40/25",1017.4,0,222.1,"201401"
"1853","新屋",15.5,"25.0/25","6.9/24","7.6","13.6/50.0/15","20.2/40.0/13",72,"36/25",1019.3,3,177.4,"201401"
"1854","宜蘭",16.3,"26.6/25","9.6/22","39.7","7.3/110.0/19","13.1/100.0/19",72,"30/25",1021.1,8,123.6,"201401"
"1855","玉山",0.4,"17.8/31","-0.713333333","0.8","16.2/290.0/4","30.8/290.0/4",35,"43100",641.5,1,306,"201401"
"1856","竹子湖",12,"22.4/30","4.2/22","107.5","7.8/350.0/8","16.9/30.0/8",76,"36/30",951.3,7,157.3,"201401"
"1857","阿里山",7,"18.7/2","-0.08","116","4.9/140.0/5","13.2/240.0/9",84,"42748",763.6,15,99.3,"201402"
"1858","鞍部",10.5,"21.1/28","1.6/11","452","9.8/360.0/10","21.2/160.0/4",90,"17168",923.4,18,57.8,"201402"
"1859","板橋",16,"27.5/3","7.6/11","215.5","6.0/60.0/21","13.7/80.0/4",75,"12420",1017.1,14,74.7,"201402"
"1860","成功",18.6,"26.4/6","12.7/11","92","8.8/210.0/6","15.8/20.0/18",79,"41/21",1012.5,22,40.6,"201402"
"1861","嘉義",17.1,"28.8/3","6.8/21","35.6","6.8/360.0/19","12.3/360.0/19",80,"42/21",1013.6,10,136.5,"201402"
"1862","大武",20.1,"29.1/18","13.8/22","41.4","9.1/170.0/18","13.6/30.0/20",74,"41/21",1015.8,11,76.2,"201402"
"1863","東吉島",18.1,"26.3/3","12.3/11","12","19.1/20.0/10","25.9/20.0/10",75,"55/20",1011.7,8,123.7,"201402"
"1864","恆春",21.2,"28.3/6","15.6/20","12.5","13.2/40.0/4","27.8/40.0/4",74,"37/22",1013.8,8,148.3,"201402"
"1865","新竹",15.4,"26.0/3","6.9/11","150.9","7.9/50.0/4","18.9/50.0/4",80,"41/23",1014.6,14,97.7,"201402"
"1866","花蓮",17.8,"26.0/1","11.5/21","71.1","9.9/50.0/13","16.4/40.0/13",79,"42/21",1015.6,21,51.5,"201402"
"1867","高雄",20.3,"28.5/6","11.3/11","16","7.1/350.0/19","13.6/340.0/19",70,"42/20",1015.8,5,184.6,"201402"
"1868","基隆",15.8,"26.7/17","8.1/11","478.6","11.4/10.0/10","19.6/360.0/9",81,"51/17",1015.3,17,70.7,"201402"
"1869","金門",12.8,"23.6/3","5.7/11","84.3","8.9/60.0/3","17.8/60.0/3",79,"46/21",1016.2,14,91.1,"201402"
"1870","蘭嶼",18.1,"25.4/7","12.9/10","282.9","22.8/10.0/19","29.5/20.0/20",86,"53/21",978.7,21,62.9,"201402"
"1871","馬祖",10.1,"22.6/2","3.6/11","109.1","8.7/50.0/3","17.8/320.0/5",83,"49/20",1009.5,13,70.8,"201402"
"1872","澎湖",17.4,"27.8/3","11.0/11","13","11.2/30.0/4","21.0/30.0/4",79,"16834",1016.2,12,108.4,"201402"
"1873","彭佳嶼",15.5,"23.5/25","7.3/11","227.1","17.0/30.0/10","25.8/20.0/10",84,"57/21",1006.8,18,56.8,"201402"
"1874","蘇澳",16.9,"24.8/17","9.8/11","304.6","9.3/150.0/24","16.9/300.0/20",80,"49/20",1015.3,22,59,"201402"
"1875","日月潭",14.2,"26.1/2","6.3/20","68","7.3/280.0/28","10.5/280.0/28",80,"14246",903.1,15,121.7,"201402"
"1876","臺中",17,"29.1/3","6.7/21","45.2","5.6/10.0/19","11.5/360.0/20",74,"33/22",1006.9,12,137.9,"201402"
"1877","臺南",18.4,"28.2/6","8.9/21","9.5","10.4/20.0/19","18.8/30.0/19",75,"13516",1013.8,5,164.5,"201402"
"1878","臺北",16.5,"27.5/28","7.8/11","198","6.9/80.0/27","13.8/80.0/21",71,"14246",1017.7,14,81.2,"201402"
"1879","臺東",19.3,"26.9/6","12.4/11","65.9","5.9/200.0/18","14.0/30.0/19",76,"39/21",1016.2,18,67.7,"201402"
"1880","淡水",15.7,"28.7/28","7.1/11","287","7.0/20.0/4","14.6/30.0/4",83,"46/23",1016.3,14,88.8,"201402"
"1881","梧棲",15.8,"25.8/17","8.4/11","43.8","14.3/360.0/20","25.6/30.0/10",82,"17199",1014.4,9,120.9,"201402"
"1882","新屋",15.2,"25.2/2","7.3/11","158.9","15.2/50.0/4","24.4/50.0/4",84,"36/23",1015.8,13,93.2,"201402"
"1883","宜蘭",16.6,"25.3/17","9.5/11","193.1","8.7/40.0/20","13.3/310.0/18",82,"47/20",1017.3,18,71.7,"201402"
"1884","玉山",-1,"14.9/1","-0.595","91.5","16.6/280.0/19","30.4/290.0/19",81,"42748",639.2,11,131.9,"201402"
"1885","竹子湖",12.3,"23.6/3","3.3/11","331.2","9.9/20.0/9","20.3/10.0/8",86,"16803",948,17,82.4,"201402"
"1886","阿里山",9.9,"19.0/19","4.6/10","149.5","6.2/330.0/13","14.7/320.0/13",82,"29/20",765.7,11,140.8,"201403"
"1887","鞍部",12.7,"24.5/28","4.3/21","220.5","10.4/360.0/13","18.5/350.0/20",89,"37/16",924,18,54,"201403"
"1888","板橋",18.5,"31.6/28","12.0/21","165.5","8.1/230.0/29","19.9/220.0/29",72,"43/15",1016.8,15,68.6,"201403"
"1889","成功",19.7,"27.5/29","14.0/21","81.3","9.6/10.0/20","18.3/360.0/20",80,"53/22",1013.1,19,19.4,"201403"
"1890","嘉義",19.9,"32.0/29","13.3/15","55.8","8.5/240.0/29","14.0/240.0/29",78,"50/25",1013.7,7,131,"201403"
"1891","大武",21.3,"33.4/29","15.2/14","69.9","9.5/170.0/8","17.4/30.0/20",74,"47/29",1016.6,8,62.5,"201403"
"1892","東吉島",19.7,"26.8/31","14.8/9","81.8","20.3/20.0/20","28.0/10.0/20",76,"52/16",1012,5,125.1,"201403"
"1893","恆春",22.4,"31.0/28","17.0/21","61","11.9/40.0/21","25.6/20.0/21",73,"48/24",1014.5,2,191.2,"201403"
"1894","新竹",18,"31.0/29","11.6/9","129","6.9/20.0/20","16.3/20.0/21",76,"44/23",1014.5,16,89.5,"201403"
"1895","花蓮",19.3,"27.8/27","13.6/14","62","11.3/40.0/20","19.9/40.0/20",77,"51/22",1016.1,17,58,"201403"
"1896","高雄",22.6,"30.6/27","16.8/9","67","12.2/320.0/31","25.2/310.0/31",72,"53/14",1016.2,2,190.4,"201403"
"1897","基隆",18.1,"31.4/28","11.9/21","239.8","10.4/10.0/21","18.1/240.0/29",75,"47/15",1015.2,16,81.1,"201403"
"1898","金門",15.3,"26.3/26","8.4/7","52.2","9.2/70.0/20","19.0/70.0/20",76,"41/21",1015.7,12,76.3,"201403"
"1899","蘭嶼",19,"27.1/27","13.6/21","95","18.0/10.0/2","27.8/360.0/20",84,"60/22",979.7,12,85.8,"201403"
"1900","馬祖",12.9,"28.1/26","6.0/3","95","10.1/180.0/29","18.7/340.0/20",78,"44/26",1008.6,13,106.7,"201403"
"1901","澎湖",19.1,"28.6/29","13.4/8","66.4","11.9/40.0/20","22.8/30.0/21",80,"43/14",1016.3,6,113.2,"201403"
"1902","彭佳嶼",17.5,"27.3/29","10.3/21","114.3","19.4/160.0/12","29.3/10.0/20",81,"46/15",1007,14,106,"201403"
"1903","蘇澳",18.6,"30.6/29","10.7/15","116.8","8.6/150.0/28","18.5/40.0/13",78,"48/15",1015.5,18,65.5,"201403"
"1904","日月潭",16.3,"27.7/26","10.9/15","80","7.3/270.0/29","13.3/250.0/29",84,"40/20",904.2,8,88.1,"201403"
"1905","臺中",19.8,"31.8/29","13.4/9","57.5","5.3/10.0/20","10.9/350.0/20",72,"45/14",1007,13,108.6,"201403"
"1906","臺南",21.3,"30.8/26","14.2/9","27.6","8.9/210.0/29","15.0/10.0/31",71,"42/16",1014,2,158.4,"201403"
"1907","臺北",18.9,"32.3/28","11.8/21","147","7.4/90.0/22","14.1/100.0/10",72,"46/30",1017.5,14,66.9,"201403"
"1908","臺東",20.8,"33.1/29","14.8/15","35","6.1/50.0/20","17.0/50.0/13",75,"34/29",1016.9,13,62.5,"201403"
"1909","淡水",18.3,"30.7/27","10.1/10","111","6.7/20.0/2","14.2/20.0/2",76,"41/30",1015.4,15,80.3,"201403"
"1910","梧棲",18.4,"30.1/29","12.4/8","35.7","14.6/360.0/20","26.5/360.0/20",80,"50/25",1014.4,12,120.7,"201403"
"1911","新屋",17.4,"27.7/29","11.1/9","78.3","13.9/40.0/20","22.1/40.0/20",80,"47/30",1015.6,12,85.5,"201403"
"1912","宜蘭",18.3,"29.4/29","10.1/15","99.3","9.1/50.0/20","15.1/320.0/8",80,"48/15",1017.4,16,73.2,"201403"
"1913","玉山",1.3,"13.1/19","-0.38","87.2","15.3/300.0/31","28.0/280.0/31",86,"21/25",641.9,10,89.1,"201403"
"1914","竹子湖",14.3,"26.6/28","6.1/21","166","9.0/20.0/13","20.5/10.0/20",84,"47/30",948.4,18,68.1,"201403"
"1915","阿里山",11.8,"21.3/19","3.5/5","86.7","4.7/150.0/3","10.7/290.0/2",85,"31/17",764.9,9,128,"201404"
"1916","鞍部",16.3,"25.3/12","9.3/5","168.5","9.1/360.0/1","17.9/130.0/6",87,"15462",921.4,13,88.5,"201404"
"1917","板橋",22.4,"32.2/18","16.2/5","85.1","6.4/50.0/6","13.4/80.0/6",74,"12540",1012.8,12,116.3,"201404"
"1918","成功",22.7,"29.2/21","17.7/4","64.8","8.7/20.0/14","14.3/20.0/14",80,"20180",1009.3,18,52.2,"201404"
"1919","嘉義",23.5,"31.4/27","15.9/5","24.5","6.4/360.0/22","9.9/360.0/22",79,"44/16",1009.9,6,138.4,"201404"
"1920","大武",24.1,"30.6/19","17.9/4","25.5","6.7/30.0/14","13.4/30.0/14",76,"20180",1012.7,11,112.9,"201404"
"1921","東吉島",23.3,"28.8/13","18.7/2","19.2","14.6/10.0/14","20.6/10.0/14",76,"20911",1008.4,4,185.6,"201404"
"1922","恆春",25.2,"31.2/25","20.5/5","12","10.8/30.0/4","22.2/50.0/4",73,"48/19",1010.9,4,186.3,"201404"
"1923","新竹",22.3,"29.9/19","14.4/5","62","6.2/20.0/4","15.6/10.0/4",75,"14001",1010.5,12,129.7,"201404"
"1924","花蓮",22.3,"29.6/27","17.1/5","103.5","8.0/170.0/17","13.9/40.0/28",80,"52/15",1012.1,17,64,"201404"
"1925","高雄",25.9,"31.7/25","20.2/5","27","8.9/340.0/2","14.5/340.0/2",74,"55/29",1012.5,4,197.8,"201404"
"1926","基隆",21.4,"29.9/26","15.2/5","140.5","8.0/50.0/6","13.4/50.0/6",79,"18019",1011.1,14,99.3,"201404"
"1927","金門",19.3,"26.7/28","12.1/7","53","7.3/70.0/14","17.9/60.0/14",78,"37/15",1011.5,7,121,"201404"
"1928","蘭嶼",21.9,"28.0/27","17.0/4","112.8","17.6/10.0/14","25.9/20.0/14",84,"20880",976.5,13,97.9,"201404"
"1929","馬祖",16.7,"28.3/27","9.0/7","86.2","10.7/200.0/17","20.3/200.0/12",79,"18019",1004.5,11,137,"201404"
"1930","澎湖",23.2,"29.8/22","18.7/2","23.9","9.9/40.0/14","18.9/30.0/14",79,"52/29",1012.3,5,163.1,"201404"
"1931","彭佳嶼",20.3,"27.3/18","15.7/4","60.3","16.4/110.0/25","21.6/120.0/25",83,"19115",1003.1,9,132.6,"201404"
"1932","蘇澳",21.7,"28.6/18","16.2/5","109.7","8.4/160.0/16","16.0/70.0/22",81,"20911",1011.5,18,67.7,"201404"
"1933","日月潭",19.4,"28.7/12","13.6/5","48","7.2/140.0/3","10.8/140.0/3",81,"18902",902.3,13,102,"201404"
"1934","臺中",24.1,"32.5/27","17.1/5","15.6","5.8/360.0/22","11.3/360.0/22",69,"40/29",1003.4,8,143.6,"201404"
"1935","臺南",25,"32.2/25","18.9/2","12","7.5/50.0/22","13.3/360.0/2",73,"39/29",1010.4,4,160.6,"201404"
"1936","臺北",22.5,"33.3/18","16.7/5","98.1","8.2/80.0/6","14.4/70.0/6",77,"13271",1013.4,12,99.5,"201404"
"1937","臺東",23.9,"30.6/27","18.0/4","34.6","4.8/40.0/4","11.8/30.0/4",76,"55/15",1012.8,16,93,"201404"
"1938","淡水",22,"31.3/18","13.7/5","93.5","5.6/10.0/9","13.1/100.0/6",77,"12693",1011.2,10,129.7,"201404"
"1939","梧棲",22.6,"29.0/19","16.9/5","17.6","14.1/360.0/14","22.0/10.0/14",79,"47/16",1010.6,5,164.9,"201404"
"1940","新屋",21.5,"27.9/18","13.7/5","89.9","12.7/40.0/4","19.0/60.0/6",80,"18019",1011.6,8,132.2,"201404"
"1941","宜蘭",21.7,"29.2/13","16.0/15","105.1","10.2/320.0/1","17.6/340.0/1",82,"55/17",1013.2,11,70.6,"201404"
"1942","玉山",4.6,"18.4/18","-0.92","49.5","12.3/270.0/12","22.1/290.0/7",77,"43022",642.3,9,153,"201404"
"1943","竹子湖",18,"27.0/17","11.5/5","111.5","7.7/20.0/13","17.1/20.0/14",83,"16377",945.4,10,108.4,"201404"
"1944","阿里山",12.9,"20.5/16","8.6/1","759.9","5.6/310.0/20","15.0/280.0/20",94,"66/23",764.8,31,26,"201405"
"1945","鞍部",19.7,"27.3/26","9.3/6","855.5","9.8/360.0/5","22.3/360.0/5",88,"20668",919.2,22,39.2,"201405"
"1946","板橋",25.1,"35.3/14","15.2/6","580.4","8.8/220.0/14","19.2/200.0/14",80,"45/14",1008.9,22,63.3,"201405"
"1947","成功",25.4,"32.3/14","19.6/6","120.3","8.3/10.0/5","15.3/10.0/5",82,"59/21",1005.6,18,71.4,"201405"
"1948","嘉義",26.2,"34.0/12","16.6/6","243.6","9.8/360.0/5","18.1/350.0/5",81,"18568",1007.3,20,120.7,"201405"
"1949","大武",27.2,"36.6/18","20.9/7","40.8","7.4/160.0/22","13.9/150.0/22",76,"40/14",1009.4,11,158.2,"201405"
